"","pub_date","main","score"
"6456","1990-09-16","Headliners;   On the Shelves",0
"6457","1990-09-16","Missing The Point",-1
"6458","1990-09-16","A Bond Strategy for Foreigners",-0.333333333333333
"6459","1990-09-16","Diana Simonds Is Married",0.333333333333333
"6460","1990-09-16","NEWS SUMMARY",0
"6461","1990-09-16","Slashed Tires",-1
"6462","1990-09-16","Bill Would Again End Benefits to Census Workers",0.2
"6463","1990-09-16","In the Region: New Jersey;   Recent Sales",0
"6464","1990-09-16","Miss Crow Weds P.H. Flanagan",-0.25
"6465","1990-09-16","Tamsy Smith Wed In Rhode Island",0
"6466","1990-09-16","Corrections",1
"6467","1990-09-16","Campus Life: Pennsylvania;   Fraternities Lose Grip On Prime Housing Site",0
"6468","1990-09-16","Teacher Strikes End With New Contracts In 2 School Districts",-0.142857142857143
"6469","1990-09-16","Tenderhearted Men: Lonesome, Sad and Blue",-0.4
"6470","1990-09-16","Pragmatism Guides Political Gifts, a Study Shows",0.166666666666667
"6471","1990-09-16","Birmingham Marker Honors Girls Killed at Church in '63",0
"6472","1990-09-16","Overrated",0
"6473","1990-09-16","The Recycling of 'Dump'",-0.5
"6474","1990-09-16","Arts Foundation Awards $35,000 to 6 Authors",0.75
"6475","1990-09-16","Currency;   A Little Rally That Went Poof",0.2
"6476","1990-09-17","Chronicle",0
"6477","1990-09-17","Roberta Tulman Is Married",0.333333333333333
"6478","1990-09-17","Steve Condos, 71, a Tap Dancer, Dies After Performance in France",-0.142857142857143
"6479","1990-09-17","Union Announces Tentative Pact With G.M.",0
"6480","1990-09-17","Irene Daria Wed To Cary Wiener",0
"6481","1990-09-17","Text of Bush's Television Message to Iraqi People",0
"6482","1990-09-17","Business and the Law;   An Old Weapon Against Buyouts",0.2
"6483","1990-09-17","Can Life After Tennis Be Free of Plane Noise?",0
"6484","1990-09-17","New York's Water Rules Worry Catskills",-0.166666666666667
"6485","1990-09-17","Quotation of the Day",0
"6486","1990-09-17","In the Blood",0
"6487","1990-09-17","Julie R. Goldblatt Weds F. R. Kern",0
"6488","1990-09-17","Nancy Lewson Is Married",0.333333333333333
"6489","1990-09-17","Irate Voters in Gabon Attack Poll Aides and Ballot Boxes",-0.125
"6490","1990-09-17","N.B.A.'s New Foul Plan",0
"6491","1990-09-17","Metro Matters;   Fight City Hall? Nope, Not Even Mother Teresa",-0.111111111111111
"6492","1990-09-17","Dividend Meetings",0.5
"6493","1990-09-17","INSIDE",0
"6494","1990-09-17","Linda Novak Is Wed To Robert Greenberg",0
"6495","1990-09-17","Weicker's Lead Is Narrowing In Governor Race, Poll Finds",0
"6496","1990-09-17","White Says He's No Diplomat And He Makes No Apologies",0
"6497","1990-09-17","Harold S. Carlson, 87, A Psychology Educator",0.25
"6498","1990-09-17","First Signs of Fall: Pig Races, Festivals and Literature",-0.142857142857143
"6499","1990-09-17","Economic Calendar",0.5
"6500","1990-09-17","Chronicle",0
"6501","1990-09-18","2-Week Teacher Strike Ends In New Jersey With Pay Rises",0
"6502","1990-09-18","Cuomo Not Being Blamed for State Ills, Poll Finds",-0.166666666666667
"6503","1990-09-18","Selection of Jury Begins for Trial of Fourth Bensonhurst Defendant",0.142857142857143
"6504","1990-09-18","FAG Bearings to Acquire Barden Corp. for $131 Million",0
"6505","1990-09-18","CHRONICLE",0
"6506","1990-09-18","Apple Bank Won't Fight Takeover Bid",-0.166666666666667
"6507","1990-09-18","Cypress Point Drops PGA Tour Event Instead of Changing Its Rules",-0.222222222222222
"6508","1990-09-18","U.S. Talks of Reducing Troops in Philippines",0
"6509","1990-09-18","Microgravity Cuts Output Of a Hormone In Space Rat",-0.333333333333333
"6510","1990-09-18","Rig Count Up in Week",0
"6511","1990-09-18","G.M. Expansion In Europe Planned",0
"6512","1990-09-18","Arts Agency Chairman Backs Pledge On Obscenity",0.5
"6513","1990-09-18","E. Allan Lightner Jr., 82, Dies; Ex-Envoy to Libya",-0.2
"6514","1990-09-18","CHRONICLE",0
"6515","1990-09-18","Roberto Celli, Foundation Aide, 52",0.25
"6516","1990-09-18","Broncos Triumph on Final Play",0.5
"6517","1990-09-18","Barry Will Not Be Retried on 12 Unresolved Charges",0
"6518","1990-09-18","With 'Social Marketing,' Condoms Combat AIDS",0
"6519","1990-09-18","Officers Not Indicted For Shooting Motorist",-0.5
"6520","1990-09-18","Joe Gardi Crossed The Campus",-0.25
"6521","1990-09-18","Appointment At Whittle",0.5
"6522","1990-09-18","Japan Would Like Some Say for Its Gulf Aid;   'H2O City'",0.333333333333333
"6523","1990-09-18","Israeli Defense Chief, in Washington, Seeks $1 Billion Infusion of Arms Aid",0.111111111111111
"6524","1990-09-18","China's Use of Forced Labor Questioned by Import Study",-0.142857142857143
"6525","1990-09-18","Q&A",NA
"6526","1990-09-19","John B. Creegan, Lawyer, 80",0
"6527","1990-09-19","Commerce Dept. Settlement Offers Census Relief for New York;   Ineffectual Counting",0.1
"6528","1990-09-19","Jordan Seems to Have Quit Shipping Food to the Iraqis",-0.166666666666667
"6529","1990-09-19","Red Sox Lose Lead and a No-Hitter",0
"6530","1990-09-19","Leaders Chosen for 42d St. Theaters' Renewal",0.5
"6531","1990-09-19","PENTAGON REPORTS BUILDUP BY IRAQIS ON KUWAITI FRONT",-0.166666666666667
"6532","1990-09-19","WINE TALK",0
"6533","1990-09-19","Economic Scene;   The Cold War On U.S. Exports",-0.2
"6534","1990-09-19","Long Takeover Battle for UAL Raises Doubts Over Sale",-0.428571428571429
"6535","1990-09-19","Charles Arnt Is Dead; Film Actor Was 83",-0.2
"6536","1990-09-19","ACCUSATIONS BEGIN IN BUDGET TALKS",-0.25
"6537","1990-09-19","David Opont's Burn Injuries Are Permanent, Doctor Says",-0.285714285714286
"6538","1990-09-19","Indiana Housing Agency Prices $96 Million Offering",0.166666666666667
"6539","1990-09-19","Chronicle",0
"6540","1990-09-19","New York to Expand Putting the Homeless Into Welfare Hotels",0.142857142857143
"6541","1990-09-19","U.S. Becomes TV Studio For World",0
"6542","1990-09-19","Morris Gets a Chance",-0.333333333333333
"6543","1990-09-19","Baghdad Fails to Allow Visit of U.N. Relief Chief",0.166666666666667
"6544","1990-09-19","Collusion Interest Charge May Add to Owner Costs",-0.285714285714286
"6545","1990-09-19","Commerce Dept. Settlement Offers Census Relief for New York",0.25
"6546","1990-09-19","Accounts",1
"6547","1990-09-19","Protesters Ransack Offices Of K.G.B. in Soviet Georgia",-0.166666666666667
"6548","1990-09-19","About New York;   After the Streets: Learning of Life Beyond Today",0.142857142857143
"6549","1990-09-19","Giants Set Back Reds, 5-3",0.25
"6550","1990-09-19","Alienation From Government Grows, Poll Finds",-0.2
"6551","1990-09-20","U.S. Securities Prices Are Mixed",0
"6552","1990-09-20","Review/Television;   Hero's Fight For Truth, Justice And Ratings",0.333333333333333
"6553","1990-09-20","Review/Dance;   An Absent Grande Dame Enraptures the French",0
"6554","1990-09-20","Time Warner Combining Book and Magazine Groups",0
"6555","1990-09-20","Rinfret, Out of Money, Threatens To Abandon Race for Governor",-0.5
"6556","1990-09-20","I.R.A. RAID WOUNDS AN EX-BRITISH AIDE",-0.2
"6557","1990-09-20","THE 1990 CAMPAIGN: Electoral Powder Keg;   In Messages of Dissatisfaction by Voters, Politicians Sense Danger of an Explosion",-0.181818181818182
"6558","1990-09-20","F.B.I. to Promote 11 Hispanic Agents in Bias Case",0
"6559","1990-09-20","Fund Yields Stay Mixed",-0.25
"6560","1990-09-20","Neil Bush May Face Savings Industry Bar for Life",0.125
"6561","1990-09-20","5 Arrested Outside 2 Boycotted Stores in Brooklyn",-0.2
"6562","1990-09-20","Puerto Rico Journal;   A Drive To Make Spanish No. 1 Voice",-0.142857142857143
"6563","1990-09-20","Amid Sea of Difficulties, India's Prime Minister Welcomes a Small Victory",0.333333333333333
"6564","1990-09-20","John C. Staton, Executive, 89",-0.333333333333333
"6565","1990-09-20","Suicide Solution",0.5
"6566","1990-09-20","Macy Plans To Buy Back 'Junk Bonds'",0.166666666666667
"6567","1990-09-20","Car-Radiator Maker Names Chief",0
"6568","1990-09-20","Now Atlanta Gets Down to Brass Tacks",-0.2
"6569","1990-09-20","Review/Dance;   Butoh Confronts The Egg",-0.25
"6570","1990-09-20","Princeton Club Told To Admit Women",0
"6571","1990-09-20","Jim Jarmusch's First Feature at Archives",0
"6572","1990-09-20","Collecting the Taxes",-0.5
"6573","1990-09-20","An Uneasy Alliance Is Born For Mitsubishi and Daimler",0
"6574","1990-09-20","RESULTS PLUS",0
"6575","1990-09-20","Sheffield Discharged",-0.5
"6576","1990-09-21","Jordanians Meet Frustration In Search for 'Arab Solution'",0.166666666666667
"6577","1990-09-21","Sheffield Hough, Air Rifle Maker, 85",0
"6578","1990-09-21","FLAWS IN REACTOR HINT AT NEW DELAY",-0.4
"6579","1990-09-21","Bottler Snags Slow Pepsi's Drive in India",-0.166666666666667
"6580","1990-09-21","Membership for Bush",0
"6581","1990-09-21","Hermes Pan, 79, Creator of Classic Dances for Film",0.333333333333333
"6582","1990-09-21","RESULTS PLUS",0
"6583","1990-09-21","Air France Speeds Cost-Cutting Pace",0
"6584","1990-09-21","U.S. Rejects Peace Efforts Offered by Jordan's Ruler",0.166666666666667
"6585","1990-09-21","Review/Art;   Wide Sculptural World Of Saint Clair Cemin",0.142857142857143
"6586","1990-09-21","TEAM CURES CELLS IN CYSTIC FIBROSIS BY GENE INSERTION",0.142857142857143
"6587","1990-09-21","Corrections",1
"6588","1990-09-21","Carl M. Marcy, 77, Long Chief of Staff Of Key Senate Panel",0
"6589","1990-09-21","Time Is Running Out for Bills on Puerto Rico",-0.2
"6590","1990-09-21","Farrar, Straus Buys Solzhenitsyn Book",0.2
"6591","1990-09-21","Shy Man Becomes Mad Max; Wins Girl",0
"6592","1990-09-21","Review/Film;   Strangeness On a Train",0.333333333333333
"6593","1990-09-21","No Headline",0
"6594","1990-09-21","Weekend Traffic Jams Likely On the West Side Near Bridge",0.125
"6595","1990-09-21","Sallie Mae Selling Fixed-Rate Notes",0
"6596","1990-09-21","Billy Graham, Not Joel, Takes Long Island",0
"6597","1990-09-21","Menem Firm Despite Protest On Argentina's Role in Gulf",0
"6598","1990-09-21","Zulu and Mandela Groups Begin Talks",0
"6599","1990-09-21","Harvard Art Museums To Have New Director",0.2
"6600","1990-09-21","NASA Takes Columbia Off New Shuttle Schedule",0
"6601","1990-09-22","Sundstrand Tie To Milton Roy",0
"6602","1990-09-22","Filipinos Protest Continued Presence of U.S. Bases",0
"6603","1990-09-22","Polly Peck Backs Chief",0.25
"6604","1990-09-22","Carolyn Haft Weds",0
"6605","1990-09-22","Alfonso Cata, 53, A Dancer, Teacher And Ballet Director",0
"6606","1990-09-22","Guam to Appeal Striking Down of Abortion Curbs",0
"6607","1990-09-22","COMPANY BRIEFS",0.5
"6608","1990-09-22","Mortgage Rates Rise",0
"6609","1990-09-22","Film Festival/Two Portraits: One of Romance in France, One of Crime in New York;   Drug Lord Reigns Supreme Amid Urban Decadence",0
"6610","1990-09-22","Review/Piano;   A Soviet Teen-Ager Makes His American Debut",0
"6611","1990-09-22","Donald Cawley, Ex-Police Head, Is Dead at 61",-0.2
"6612","1990-09-22","Cleanup Continues After Tanker Leak in Michigan",0
"6613","1990-09-22","Miss Barrios Wed To John C. O'Neill",-0.2
"6614","1990-09-22","Mandela, in a Conciliatory Mood, Agrees to Meet With Zulu Leader",0.142857142857143
"6615","1990-09-22","Woman Says Police Officers Bullied and Threatened Her",-0.166666666666667
"6616","1990-09-22","Spurs to Drop Wingate",-0.333333333333333
"6617","1990-09-22","Boeing Outlook On Plane Orders",0
"6618","1990-09-22","Corrections",1
"6619","1990-09-22","BUSINESS DIGEST: SATURDAY, SEPTEMBER 22, 1990",0
"6620","1990-09-22","Profit? Loss? A Primer for Soviets",0
"6621","1990-09-22","The Fed's Sensible Bank Experiment",0.25
"6622","1990-09-22","Review/Film Festival;   On Oppression of Women in China",0
"6623","1990-09-22","Prices of Treasury Securities Drop",0
"6624","1990-09-22","Lebanese Chief Signs a New Power-Sharing Law",0.166666666666667
"6625","1990-09-22","Corrections",1
"6626","1990-09-23","China's Great Dissident",0.333333333333333
"6627","1990-09-23","Music Festivals",0.5
"6628","1990-09-23","On Language;   Those Defining Moments",0.333333333333333
"6629","1990-09-23","Hale House Fights City Hall on Babies' Care",0
"6630","1990-09-23","Orchestrating The Birthday Bash",-0.333333333333333
"6631","1990-09-23","OILING THE SKIDS UNDER THE ECONOMY",0
"6632","1990-09-23","Henry Adams and His Friends",0.666666666666667
"6633","1990-09-23","MINING THE SILVER LININGS",-0.333333333333333
"6634","1990-09-23","Becker's Behavior Self-Defeating",0
"6635","1990-09-23","Kelli Ann Hunter Marries Theodore Krebsbach",0
"6636","1990-09-23","At Sea With McPhee",0
"6637","1990-09-23","Is There a Cheaper Way To Attack Rising Crime?",-0.4
"6638","1990-09-23","Beth Abrams To Wed in Fall",-0.25
"6639","1990-09-23","New Yorkers, etc.",0
"6640","1990-09-23","In the Democracy Of Nicaragua, Control Control Is Still From the Top",0
"6641","1990-09-23","Environment Problems: Home Rule Is Hurting Search for Solutions",-0.142857142857143
"6642","1990-09-23","Environmentalists, in New Twist, Vie for Control of Yosemite Business",-0.142857142857143
"6643","1990-09-23","For Israelis, Appeal of Occupied Territories Grows",0.2
"6644","1990-09-23","Catherine M. Colavecchio Is Married",0.333333333333333
"6645","1990-09-23","Maureen McCann Weds K.J. Conery",0
"6646","1990-09-23","Nuclear Waste Cleanup",-0.333333333333333
"6647","1990-09-23","Baseball: American League;   2 Consecutive Homers Life Indians Over Jays",0
"6648","1990-09-23","Why Bochco's Cops Say It With Music",0
"6649","1990-09-23","Year Later, St. Croix Is Coming Back, And Trying to Bring Tourists With It",0.125
"6650","1990-09-23","Q and A",NA
"6651","1990-09-24","CONFRONTATION IN THE GULF: Strains of Gulf Crisis;   Sharp Questioning by Congress Comes Amid Jockeying Among Bush Officials",-0.214285714285714
"6652","1990-09-24","Accounts",1
"6653","1990-09-24","Cutty Sark Is Updating Its Image",0
"6654","1990-09-24","Warmup Unit For Calves",0
"6655","1990-09-24","Ford and G.M. Closing Plants",0
"6656","1990-09-24","On the Sidewalks, Business Is Booming",0.333333333333333
"6657","1990-09-24","Reviews/Television;   Sharon Gless, Helping The Underdogs of Life",0
"6658","1990-09-24","Victoria Bennett, Film Maker, Wed",0
"6659","1990-09-24","Cardinal Is Denounced In Rally at St. Patrick's",0
"6660","1990-09-24","The Value of Pigs And Other Insights At Mead Film Festival",0.5
"6661","1990-09-24","Excerpts From Statement by Iraqi President Warning of the Effects of War",0
"6662","1990-09-24","15th-Century Portrait Is Stolen From Museum",-0.25
"6663","1990-09-24","Jets Confront Bills With New Outlook",-0.2
"6664","1990-09-24","Ballot Becomes a Burden in California",-0.25
"6665","1990-09-24","Ruling Adds to Uncertainty On Newspaper Sales Taxes",-0.166666666666667
"6666","1990-09-24","Hoop Trivia",0
"6667","1990-09-24","Chronicle",0
"6668","1990-09-24","Rift on Software Arouses Concerns",-0.25
"6669","1990-09-24","Miss Rapp Weds Joseph M. Lodato",-0.2
"6670","1990-09-24","Market Place;   When a Big Bull Is Forced to Sell",-0.166666666666667
"6671","1990-09-24","A Revived U.N. Needs Lively Leaders",0.25
"6672","1990-09-24","U.S. Energy Options (and Habits)",0.333333333333333
"6673","1990-09-24","Shanghai Breezes",0
"6674","1990-09-24","Dole Hints at Revising Rates for Income Tax",-0.166666666666667
"6675","1990-09-24","MOSCOW PREMIER SAYS NATION FACES POTATO SHORTAGE",0
"6676","1990-09-25","Assessing Iraq's Latest Threat",-0.25
"6677","1990-09-25","College Paper Article Called Blatant Anti-Semitism",0
"6678","1990-09-25","Significant Losses Continue At S.& L.'s Not Held by U.S.",0.25
"6679","1990-09-25","Books of The Times;   Just 30 Years Later, Updike Has a Quartet",0.142857142857143
"6680","1990-09-25","Giants Find Taylor Not Hurt Seriously",0
"6681","1990-09-25","Letters to Judge Disclose New Details on Milken",0
"6682","1990-09-25","Gay Annapolis Graduate in Tuition Dispute",0.2
"6683","1990-09-25","Review/Theater;   A Musical in Which the Insects Sing",0
"6684","1990-09-25","Accounts",1
"6685","1990-09-25","Corrections",1
"6686","1990-09-25","Suit Accuses Maryland Of Bias Against Whites",0
"6687","1990-09-25","Uneasy Doctors Add Race-Consciousness to Diagnostic Tool",-0.166666666666667
"6688","1990-09-25","How to Answer Iraq's Threats",-0.333333333333333
"6689","1990-09-25","Senate, 94 to 1, Passes Bill to Protect the Benefits of Older Workers",0.285714285714286
"6690","1990-09-25","PRAISING DE KLERK, BUSH OFFERS HELP",0.4
"6691","1990-09-25","Interest Grows in Licensing Shortcut for 2 AIDS Drugs",0.333333333333333
"6692","1990-09-25","Clemens Is Cleared",0.5
"6693","1990-09-25","Subway Crime Statistics Rise",-0.25
"6694","1990-09-25","Our Towns;   A Gulf Question: Don't You Wish You Had Solar?",-0.166666666666667
"6695","1990-09-25","Author Cancels Trip After Threats in Texas",-0.2
"6696","1990-09-25","U.S. Views Threat by Iraq As Strategy to Split Critics",-0.5
"6697","1990-09-25","Gang Is Suspected in Woman's Death by Arson",-0.4
"6698","1990-09-25","Chess",0
"6699","1990-09-25","As Deadlines Near, Scientists Seek Data From Indian Bones",0
"6700","1990-09-25","Israelis Plan Retaliation for Killing of Soldier",-0.4
"6701","1990-09-26","Countdown to Automatic Cuts",-0.333333333333333
"6702","1990-09-26","Kentucky Begins Drive to Revitalize Its Schools",0
"6703","1990-09-26","Rangers Lose to Flyers,But King Is Effective",0
"6704","1990-09-26","CHRONICLE",0
"6705","1990-09-26","Space Agency Will Try to Loft Shuttle Discovery on Oct. 6",0
"6706","1990-09-26","Corrections",1
"6707","1990-09-26","U.S. in Court on Homes for Ex-Addicts",0.333333333333333
"6708","1990-09-26","De Klerk Says the U.S. Is His Model",0
"6709","1990-09-26","Retirement Set At Mobil Oil",0
"6710","1990-09-26","Swift and Wide Impact Is Expected If Negotiations on U.S. Budget Fail",0.142857142857143
"6711","1990-09-26","Daniel W. Hofgren, 54, Former Aide to Nixon",0.2
"6712","1990-09-26","Moody's Cuts Chase Ratings; Potential Losses Are Cited",-0.571428571428571
"6713","1990-09-26","House Speaker Is Criticized on Gun Control",-0.4
"6714","1990-09-26","The Many Faces of a Pennant Race",-0.25
"6715","1990-09-26","Emerson Electric Creates a Spinoff",0.25
"6716","1990-09-26","Mama Lu Parks, 61; Actress and Dancer Headed Jazz Troupe",0
"6717","1990-09-26","Metropolitan Diary",0
"6718","1990-09-26","Guinness Case Penalty",0
"6719","1990-09-26","Teachers Union Rejects an Offer From New York",0
"6720","1990-09-26","Broncos Lose Braxton",-0.333333333333333
"6721","1990-09-26","Full Scope Of Inquiry Into Milken",0.25
"6722","1990-09-26","In the Oil Trading Pit, Reflexes Must Be Fast",0
"6723","1990-09-26","Pentagon Decides to Lift Ban on Northrop, Drawing Fire",-0.142857142857143
"6724","1990-09-26","U.S. to Support U.N. on Children, But Money for Programs Is Scant",0.2
"6725","1990-09-26","Ruben de Saavedra, 57, Designer of Luxurious Residential Rooms",0.166666666666667
"6726","1990-09-27","U.S. CARGO FLEET IS FOUND WANTING",-0.25
"6727","1990-09-27","John J. Dorsey, Plastic Surgeon, 78",0
"6728","1990-09-27","New York City Needs Judges for Family Court",0
"6729","1990-09-27","Heads of Hispanic Groups Seek One Political Voice",0.142857142857143
"6730","1990-09-27","For Muscovites, A Pizza Purge",0
"6731","1990-09-27","Newsweek and Times Mirror Set Ad Pact",0
"6732","1990-09-27","Mets Are Getting Together At Right Place, Right Time",0.285714285714286
"6733","1990-09-27","Treasury Urges Restrictions On Bank Deposit Insurance",-0.166666666666667
"6734","1990-09-27","Victim's Wielding of Knife Questioned at Howard Beach Trial",-0.285714285714286
"6735","1990-09-27","Goetz Confronts Victim in Court In Suit Hearing",0.166666666666667
"6736","1990-09-27","The Korean Will to Democracy Grows Fainter",0.2
"6737","1990-09-27","CALIFORNIA TO GET TOUGHER AIR RULES",-0.2
"6738","1990-09-27","From Germany's Neighbors, Respect and Then Acceptance",0.5
"6739","1990-09-27","A Magazine for Every Child",0
"6740","1990-09-27","4-Year Treasury Notes Sell Well",0.2
"6741","1990-09-27","Bridge",0
"6742","1990-09-27","Soviets Take Step Toward Freedom of Religion",0.166666666666667
"6743","1990-09-27","Causing the Fidgets, Bart and the Flash",-0.25
"6744","1990-09-27","New Sun Printer And Software Out",0
"6745","1990-09-27","Calendar: Gardens, Old Prints",0
"6746","1990-09-27","Metro Matters;   Decades Later, A Pseudonym Is a Man's Armor",0
"6747","1990-09-27","EXECUTIVE CHANGES",-0.5
"6748","1990-09-27","HOME IMPROVEMENT",0.5
"6749","1990-09-27","BASEBALL: Notebook;   Fielder Proves His Value",0.2
"6750","1990-09-27","Review/Dance;   Flamenco Group Arrives From Spain",0
"6751","1990-09-28","Review/Music;   After the Hype, an Elaborate High-Tech Show for the Ninja Turtles Set",0
"6752","1990-09-28","Economic Watch;   Capital Gains: Plus, Minus or Neither?",0.285714285714286
"6753","1990-09-28","Stocks Fall As Oil Sale Impact Fades",-0.166666666666667
"6754","1990-09-28","Grogan Seems Unlikely to Face Jets",0
"6755","1990-09-28","New Housing Authority Chief",0.25
"6756","1990-09-28","WITH ACCORD NEAR, BUDGET TALK FOCUS IS SOCIAL SECURITY",0.285714285714286
"6757","1990-09-28","Directors Retiring At Campbell Soup",-0.25
"6758","1990-09-28","Archibald A. Talmage, Executive, 86",-0.333333333333333
"6759","1990-09-28","Judge Fines USX $4.1 Million in Conspiracy Case",-0.166666666666667
"6760","1990-09-28","Charles R. Kaufman, Lawyer, 81",0
"6761","1990-09-28","Sentencing of Milken Is Delayed by Judge",-0.5
"6762","1990-09-28","Family Ties for Yanks",0
"6763","1990-09-28","The Price for Silence",0
"6764","1990-09-28","Braggs's 2-Run Homer Sends Reds' Lead to 5",0
"6765","1990-09-28","Reviews/Film Festival;   Oh, to Banish Temptation From Life",-0.2
"6766","1990-09-28","Films That Are Shooting",-0.5
"6767","1990-09-28","New Bible: 'Thee' Goes Way of All Flesh",0
"6768","1990-09-28","G.O.P. Unit Accused of Illegal Fund Raising",-0.5
"6769","1990-09-28","Peter J. Ottley, 82, Head of Local In the Hotels and Hospital Union",0.142857142857143
"6770","1990-09-28","3 More Killed in India in Clashes Over Official Jobs for Poor",-0.5
"6771","1990-09-28","At the Movies",0
"6772","1990-09-28","Quotation of the Day",0
"6773","1990-09-28","Large Cutbacks At Laura Ashley",0
"6774","1990-09-28","HORSE RACING: Notebook;   Housebuster Confronts Biggest Test in Vosburgh",-0.25
"6775","1990-09-28","16 Convicted in Killing Of Aquino's Husband",-0.25
"6776","1990-09-29","Those Hisses on the Launching Pad",0
"6777","1990-09-29","Barge Owner Investigated In Oil Spill",-0.2
"6778","1990-09-29","From an Old Iraqi Battlefield, Warnings of New Bloodshed",-0.333333333333333
"6779","1990-09-29","Beliefs",0
"6780","1990-09-29","President Of Emerson Radio Quits",-0.25
"6781","1990-09-29","Japan and North Korea Set Talks on Ties",0
"6782","1990-09-29","Don't Coerce Quebec With Trade Exclusion",-0.4
"6783","1990-09-29","Your Money;   Ways to Trim Tax Liabilities",-0.4
"6784","1990-09-29","Two Soviet Giants, in Dissent",-0.25
"6785","1990-09-29","Photo: Beatriz Rodriquez as The Chosen One in Vaslav Nijinsky's ''Sacre du Printemps.'' (Jean Marc Charles Rapho for The New York Times) Contrite Paris Hails Nijinsky's 'Sacre'",0.142857142857143
"6786","1990-09-29","Rome Says Goodbye to Moravia With a Quiet but Loving Tribute",0.428571428571429
"6787","1990-09-29","Delegates From World Are Doing The Town",0
"6788","1990-09-29","Evolution in Europe: One Germany;   New Germany or Not, in the East It's Same Old Teachers, Same Old Books",0
"6789","1990-09-29","News Summary",0
"6790","1990-09-29","Review/Opera;   New Don in Title Role of the Met's 'Giovanni'",0
"6791","1990-09-29","John B. Goodman, Executive, 78",-0.333333333333333
"6792","1990-09-29","Ex-Aide to Pierce Rebuffs Questions in Inquiry on Housing Agency",-0.285714285714286
"6793","1990-09-29","Senators Block Bill to Regulate Cable TV Prices",-0.166666666666667
"6794","1990-09-29","Auction of Ford Artworks Planned",0
"6795","1990-09-29","Corrections",1
"6796","1990-09-29","Mutual Fund Buyers In a Flight to Safety",0.4
"6797","1990-09-29","COMBAT RESERVES MAY GET CALLED UP",-0.2
"6798","1990-09-29","RESULTS PLUS",0
"6799","1990-09-29","About New York;   First Problem Is Homelessness; 2d Is Denial",-0.333333333333333
"6800","1990-09-29","Leading Indicators In Big Fall",0.25
"6801","1990-09-30","Miss Cox Marries Philip Clippinger",0
"6802","1990-09-30","Moynihan's Law",0.5
"6803","1990-09-30","Television's Independents: Working on a Slippery Slope",0.2
"6804","1990-09-30","NOTED WITH PLEASURE",0.5
"6805","1990-09-30","Politics Overtake Selecting Nuclear Dump Sites",0.166666666666667
"6806","1990-09-30","Operatic Winds Blowing Every Which Way",-0.2
"6807","1990-09-30","Pop, Pre-Pop and Rivers",0
"6808","1990-09-30","New Yorkers, etc.",0
"6809","1990-09-30","Alison Lee Farn Is Married",0.25
"6810","1990-09-30","Checklist for Car Shoppers",0
"6811","1990-09-30","Hofstra Coach Is Slain on Sidewalk",0
"6812","1990-09-30","What It Means To Turn 50",-1
"6813","1990-09-30","Pro Football;   Eason Not Bitter in Return",0.2
"6814","1990-09-30","Review/Opera;   New Principals in 'Butterfly'",0.25
"6815","1990-09-30","Bush Is in New York for the U.N. Conference and a Flurry of Gulf Diplomacy",0.142857142857143
"6816","1990-09-30","Monterey",0
"6817","1990-09-30","Campus Life: Colorado;   After Coors Gift, Arena Renaming Angers Students",0
"6818","1990-09-30","West End Story: Sondheim Mania Hits London",0
"6819","1990-09-30","Corrections",1
"6820","1990-09-30","HOME ENTERTAINMENT/VIDEO: NEW VIDEO RELEASES",0
"6821","1990-09-30","Sakharov's Answer",0
"6822","1990-09-30","Review/Dance",0
"6823","1990-09-30","Mary Liboon Wed to J. E. Malaya 3d",0
"6824","1990-09-30","Pastimes;   Chess",0
"6825","1990-09-30","WILDMON'S WAR ON THE ARTS",0
"6826","1990-10-01","Dividend Meetings",0.5
"6827","1990-10-01","Yet Poland Had Many Heroic Rescuers of Jews",0.166666666666667
"6828","1990-10-01","Europe Hesitates on Unity",0.333333333333333
"6829","1990-10-01","6 Die in French Bus Plunge",-0.25
"6830","1990-10-01","Bridge",0
"6831","1990-10-01","Crime In Politics",0
"6832","1990-10-01","Gail A. Rosselot, Nurse, Is Married",0.5
"6833","1990-10-01","Charles R. Marshall Jr.; Psychiatrist, 39",0
"6834","1990-10-01","Lawrence Kasha, Stage Producer, 57; Won Tony Awards",0.142857142857143
"6835","1990-10-01","Auburn Sees Value of Ties",0.25
"6836","1990-10-01","A Veto Mr. Bush Can Still Avoid",-0.4
"6837","1990-10-01","Hussein Seeks a 'Debate' With France",-0.25
"6838","1990-10-01","McIlvaine's Move Looks Inevitable",0
"6839","1990-10-01","Plans for a Sludge-Treatment Plant Erode the Tranquillity of Bay Park",0
"6840","1990-10-01","Severed German Families, Starting Now to Mend",0
"6841","1990-10-01","Kurosawa Still Finding Unfamiliar Seas to Sail",-0.166666666666667
"6842","1990-10-01","Sony, Apple Negotiating Laptop Deal",0.2
"6843","1990-10-01","Jennifer B. Kane Weds C. N. Crapo",0
"6844","1990-10-01","Decision-Making Setup Revamped by Du Pont",0
"6845","1990-10-01","INSIDE",0
"6846","1990-10-01","Ball Parks Crumble, But Some Fans Stay On the Field Forever",0
"6847","1990-10-01","Question Box",-1
"6848","1990-10-01","Don't Call 14 Carriers an Extravagance",0.25
"6849","1990-10-01","You Can Get Shot Outside of New York, Too",-0.5
"6850","1990-10-01","Argentine Leader Sees Gulf Role As Best Way to Reverse Old Image",0.1
